
Param size = 182.449 MB
Start training !
========> pt_256:  3.7876636162400246
========> pt_257:  4.110418260097504
========> pt_258:  3.8131025433540344
========> pt_259:  3.689902648329735
========> pt_260:  6.724649593234062
========> pt_261:  5.182122737169266
========> pt_262:  4.145652242004871
========> pt_263:  4.413042217493057
========> pt_264:  5.214563608169556
========> pt_265:  4.001898430287838
========> pt_266:  4.340193159878254
========> pt_267:  4.815683588385582
========> pt_268:  4.892385005950928
========> pt_269:  4.049967788159847
========> pt_270:  6.572733670473099
========> pt_271:  4.78875957429409
========> pt_272:  3.4940367564558983
========> pt_273:  4.49001744389534
========> pt_274:  4.391068667173386
========> pt_275:  3.9940111711621284
========> pt_276:  3.7328963726758957
========> pt_277:  4.044588096439838
========> pt_278:  5.632728114724159
========> pt_279:  4.043530933558941
========> pt_280:  3.782385364174843
========> pt_281:  4.090415351092815
========> pt_282:  4.384041428565979
========> pt_283:  6.340092122554779
========> pt_284:  3.275218643248081
========> pt_285:  3.8858191296458244
========> pt_286:  4.760264158248901
========> pt_287:  5.288247913122177
========> pt_288:  3.8037826120853424
========> pt_289:  4.451494365930557
========> pt_290:  4.94852676987648
========> pt_291:  4.129365831613541
========> pt_292:  4.042603634297848
========> pt_293:  4.727247506380081
========> pt_294:  3.852858543395996
========> pt_295:  4.428615421056747
========> pt_296:  3.7048249691724777
========> pt_297:  5.057720169425011
========> pt_298:  4.252408482134342
========> pt_299:  4.043132476508617
========> pt_300:  5.6228965520858765
========> pt_301:  4.256649911403656
========> pt_302:  5.762322619557381
========> pt_303:  3.8396544381976128
========> pt_304:  4.352845996618271
========> pt_305:  4.416768103837967
========> pt_306:  4.096729643642902
========> pt_307:  4.3054423853755
========> pt_308:  4.620767161250114
========> pt_309:  3.6886942386627197
========> pt_310:  4.647095054388046
========> pt_311:  3.8892842456698418
========> pt_312:  4.104982241988182
========> pt_313:  3.9448650926351547
========> pt_314:  5.089865326881409
========> pt_315:  4.57615040242672
========> pt_316:  5.477685555815697
========> pt_317:  4.961428120732307
========> pt_318:  6.223483979701996
========> pt_319:  3.912675343453884
========> pt_320:  3.701963797211647
========> pt_321:  3.8409533351659775
========> pt_322:  4.504782259464264
========> pt_323:  8.297663629055023
========> pt_324:  4.563680365681648
========> pt_325:  4.5212530344724655
========> pt_326:  4.153874069452286
========> pt_327:  3.8478752225637436
========> pt_328:  4.473490864038467
========> pt_329:  6.044898554682732
========> pt_330:  7.32914075255394
========> pt_331:  4.146035313606262
========> pt_332:  3.9113162085413933
========> pt_333:  3.8325755670666695
========> pt_334:  3.524760715663433
========> pt_335:  5.420308783650398
========> pt_336:  4.970368891954422
========> pt_337:  4.947429969906807
========> pt_338:  4.19920090585947
========> pt_339:  4.202374741435051
========> pt_340:  3.9115548133850098
===============================================> mean Dose score: 4.497489100322127
        ==> Saving best_train_loss model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.062454197913,     best is           0.062454197913
            Average val evaluation index is   -4.497489100322,     best is           -4.473213034123
    Train use time   1538.99125
    Train loader use time     80.53099
    Val use time     45.30725
    Total use time   1587.63395
    End lr is 0.000287432384, 0.000287432384
    time: 01:14:28
Epoch: 21, iter: 10499
    Begin lr is 0.000287432384, 0.000287432384
========> pt_241:  3.648614101111889
========> pt_242:  3.679168038070202
========> pt_243:  4.868243932723999
========> pt_244:  4.101322069764137
========> pt_245:  4.382134675979614
========> pt_246:  4.417787194252014
========> pt_247:  4.083267897367477
========> pt_248:  3.7297775596380234
========> pt_249:  3.9224975183606148
========> pt_250:  3.8647308945655823
========> pt_251:  4.242673926055431
========> pt_252:  3.7632907181978226
========> pt_253:  4.618889093399048
========> pt_254:  3.971236012876034
========> pt_255:  3.557301200926304
========> pt_256:  3.8602159172296524
========> pt_257:  4.415819942951202
========> pt_258:  3.4921886771917343
========> pt_259:  3.7587762624025345
========> pt_260:  7.085548415780067
========> pt_261:  4.656169340014458
========> pt_262:  4.037628918886185
========> pt_263:  4.337482191622257
========> pt_264:  4.670834541320801
========> pt_265:  3.728654682636261
========> pt_266:  4.22459602355957
========> pt_267:  4.627468436956406
========> pt_268:  4.121524728834629
========> pt_269:  3.847644180059433
========> pt_270:  5.660643577575684
========> pt_271:  5.016085058450699
========> pt_272:  3.890346884727478
========> pt_273:  4.14806853979826
========> pt_274:  4.050513841211796
========> pt_275:  4.0193601325154305
========> pt_276:  3.649330958724022
========> pt_277:  3.8242702931165695
========> pt_278:  4.767727926373482
========> pt_279:  3.8082146644592285
========> pt_280:  3.8518498837947845
========> pt_281:  3.963135704398155
========> pt_282:  4.071937687695026
========> pt_283:  6.330571398139
========> pt_284:  3.26114721596241
========> pt_285:  3.846946097910404
========> pt_286:  4.425625428557396
========> pt_287:  4.810303896665573
========> pt_288:  3.756702095270157
========> pt_289:  3.9943311363458633
========> pt_290:  4.2353517562150955
========> pt_291:  4.154669940471649
========> pt_292:  3.5004639625549316
========> pt_293:  3.9939798787236214
========> pt_294:  3.8549217581748962
========> pt_295:  3.7212741002440453
========> pt_296:  3.409532569348812
========> pt_297:  4.769916832447052
========> pt_298:  4.178944788873196
========> pt_299:  3.9223121106624603
========> pt_300:  5.954523384571075
========> pt_301:  4.08655621111393
========> pt_302:  5.169687122106552
========> pt_303:  3.653416708111763
========> pt_304:  4.074648134410381
========> pt_305:  3.997621014714241
========> pt_306:  3.8525623083114624
========> pt_307:  4.13628563284874
========> pt_308:  4.168378114700317
========> pt_309:  3.4925349801778793
========> pt_310:  4.410998821258545
========> pt_311:  3.695714958012104
========> pt_312:  3.789656162261963
========> pt_313:  3.842833749949932
========> pt_314:  4.825180843472481
========> pt_315:  4.469662234187126
========> pt_316:  4.420744329690933
========> pt_317:  5.358250662684441
========> pt_318:  5.9005361050367355
========> pt_319:  3.5550744831562042
========> pt_320:  3.6439911648631096
========> pt_321:  3.6997996643185616
========> pt_322:  3.9634820073843002
========> pt_323:  7.759742438793182
========> pt_324:  4.31307852268219
========> pt_325:  4.341029450297356
========> pt_326:  4.279311373829842
========> pt_327:  4.018344171345234
========> pt_328:  4.293190352618694
========> pt_329:  5.160830840468407
========> pt_330:  7.633548900485039
========> pt_331:  4.259493872523308
========> pt_332:  3.7078167870640755
========> pt_333:  3.6714669689536095
========> pt_334:  3.302652984857559
========> pt_335:  5.011548697948456
========> pt_336:  4.57274004817009
========> pt_337:  4.4340211898088455
========> pt_338:  3.8575080782175064
========> pt_339:  4.004173129796982
========> pt_340:  3.771478906273842
===============================================> mean Dose score: 4.271580827236176
        ==> Saving best_train_loss model successfully !
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.061324671485,     best is           0.061324671485
            Average val evaluation index is   -4.271580827236,     best is           -4.271580827236
    Train use time   1536.67435
    Train loader use time     78.38248
    Val use time     44.42368
    Total use time   1586.06469
    End lr is 0.000286226069, 0.000286226069
    time: 01:40:54
Epoch: 22, iter: 10999
    Begin lr is 0.000286226069, 0.000286226069
========> pt_241:  3.8594484701752663
========> pt_242:  3.633415624499321
========> pt_243:  5.192230716347694
========> pt_244:  4.179725274443626
========> pt_245:  4.475110769271851
========> pt_246:  4.4734397530555725
========> pt_247:  3.996601924300194
========> pt_248:  3.5543401539325714
========> pt_249:  4.25846591591835
========> pt_250:  3.868054933845997
========> pt_251:  4.439431130886078
========> pt_252:  3.886576145887375
========> pt_253:  4.618977755308151
========> pt_254:  4.273303747177124
========> pt_255:  3.5468920320272446
========> pt_256:  3.694349303841591
========> pt_257:  4.176362119615078
========> pt_258:  3.657190576195717
========> pt_259:  3.6292000114917755
========> pt_260:  5.83100900053978
========> pt_261:  5.027078613638878
========> pt_262:  3.9615293592214584
========> pt_263:  4.357013627886772
========> pt_264:  4.803938493132591
========> pt_265:  3.8004038110375404
========> pt_266:  4.372348226606846
========> pt_267:  4.580204859375954
========> pt_268:  4.494060426950455
========> pt_269:  3.858805149793625
========> pt_270:  6.198146492242813
========> pt_271:  4.701614826917648
========> pt_272:  3.497544378042221
========> pt_273:  4.088415242731571
========> pt_274:  4.322285279631615
========> pt_275:  3.9571862295269966
========> pt_276:  3.676306866109371
========> pt_277:  3.6901170015335083
========> pt_278:  5.222356468439102
========> pt_279:  4.159002900123596
========> pt_280:  3.8194893300533295
========> pt_281:  3.9396144822239876
========> pt_282:  4.10684309899807
========> pt_283:  5.6909748166799545
========> pt_284:  3.3034853637218475
========> pt_285:  3.879220597445965
========> pt_286:  4.331284984946251
========> pt_287:  5.022428557276726
========> pt_288:  3.7027862668037415
========> pt_289:  4.573124945163727
========> pt_290:  4.5714012533426285
========> pt_291:  3.980068825185299
========> pt_292:  3.9355801045894623
========> pt_293:  4.165525548160076
========> pt_294:  3.9279862120747566
========> pt_295:  3.802943453192711
========> pt_296:  3.4544171392917633
========> pt_297:  4.997400864958763
========> pt_298:  4.093594923615456
========> pt_299:  3.8122592121362686
========> pt_300:  5.569635778665543
========> pt_301:  4.127184227108955
========> pt_302:  5.840336233377457
========> pt_303:  3.7529973313212395
========> pt_304:  4.061252623796463
========> pt_305:  3.9999327436089516
========> pt_306:  3.853852078318596
========> pt_307:  4.168525189161301
========> pt_308:  4.690986350178719
========> pt_309:  3.340842016041279
========> pt_310:  4.3830713629722595
========> pt_311:  3.714417666196823
========> pt_312:  3.791554309427738
========> pt_313:  4.006727635860443
========> pt_314:  4.745849296450615
========> pt_315:  4.184311181306839
========> pt_316:  4.877270236611366
========> pt_317:  4.728085622191429
========> pt_318:  6.091936305165291
========> pt_319:  3.591200038790703
========> pt_320:  3.6363719776272774
========> pt_321:  4.163379147648811
========> pt_322:  3.9662232249975204
========> pt_323:  8.244319409132004
========> pt_324:  4.287760332226753
========> pt_325:  4.383876100182533
========> pt_326:  3.989837020635605
========> pt_327:  3.700711838901043
========> pt_328:  4.407184794545174
========> pt_329:  5.007719025015831
========> pt_330:  6.836468949913979
========> pt_331:  4.070941545069218
========> pt_332:  3.619685024023056
========> pt_333:  3.686193712055683
========> pt_334:  3.3104223757982254
========> pt_335:  5.160617008805275
========> pt_336:  4.482676759362221
========> pt_337:  4.470057561993599
========> pt_338:  3.78363523632288
